date,card_number,type,amount
2019-10-13,3535692384710838,R,1
2019-05-27,4314835391810977,B,550
2019-04-01,38116173864109,B,826
2018-11-22,4506332048183584,R,774
2019-12-27,060435489731,C,208
2019-05-22,180006978798071,E,582
2019-12-20,4930116497474,F,689
2018-02-20,374159214512099,T,804
2019-05-25,3500157160097116,C,919
2018-10-14,3546260906274944,F,171
2019-05-30,213149693804328,C,883
2020-07-02,377291083604983,R,981
2020-06-10,675995604344,T,95
2019-06-22,4503328195926976,R,424
2017-12-29,570594541296,B,52
2018-07-30,180069971191538,B,993
2019-08-27,6011483159307794,R,736
2018-01-01,4802180198113330525,B,427
2018-03-22,6502787854679281,B,584
2019-03-09,4521871988892022040,B,642
2019-04-13,4610060230402636,E,770
2018-11-12,3515395426892382,T,172
2020-02-17,501848474893,E,137
2019-01-04,3548730399516355,T,356
2019-03-05,4754119543872,C,18
2019-02-02,3547398165120603,B,697
2019-10-25,4520294082874613,T,967
2019-09-18,4695681801513,T,718
2019-03-21,4545708353879163994,C,181
2018-10-10,4015207398828257,F,576
2018-02-05,4943257908944,R,248
2019-03-30,6011509148638046,E,128
2017-10-26,639029466740,F,580
2019-10-31,213171189060801,T,616
2018-11-08,568984218954,T,161
2019-11-27,4450059529467988599,F,768
2020-03-22,4389522500775974,B,858
2018-09-09,30217312986759,R,954
2018-09-22,3568793890989252,E,908
2019-02-14,4531435749565147,E,868
2020-07-19,4012308467438664,B,630
2018-10-07,372298277756557,F,606
2019-01-19,6512447761867218,T,498
2019-09-23,30153835902785,T,695
2019-06-12,30164246034217,T,41
2018-06-09,4653818215679165,F,641
2020-02-29,348774025362972,R,737
2018-12-02,4428000604801411,C,621
2020-03-31,630453571915,T,66
2017-12-19,30211620892056,T,378
2019-12-16,3502794748802969,F,601
2020-07-29,676146552317,B,725
2019-12-06,4204066744419470511,R,292
2018-11-15,4185501636937886,T,79
2020-02-24,180086642875125,B,972
2018-06-16,3544098848028149,B,364
2019-06-10,342518236861108,F,539
2018-08-31,675919574433,C,993
2018-01-19,2704455951523951,E,627
2018-02-27,676137120157,F,984
2019-06-17,3505722132416903,E,512
2018-02-18,2271186448901251,C,191
2017-11-17,4946915473037,E,925
2019-07-14,4053850948031816,R,114
2019-11-06,4931443270711037,C,415
2018-03-12,2238176382989026,R,549
2019-04-03,180015672006962,C,491
2017-11-23,180090373570756,T,134
2018-04-13,3526471449127275,B,946
2018-08-13,4728164679341185135,B,845
2019-04-18,3541875946829632,C,536
2020-01-22,4964913747176057557,F,99
2019-03-09,4379441905971900,T,216
2019-04-24,676189800219,B,820
2018-08-27,370475513668406,R,12
2017-11-27,3546427751232950,F,175
2020-05-10,4971981722675848,C,333
2019-12-17,4212540208914716744,R,420
2019-01-05,3515840553683633,F,302
2020-04-16,213102924070920,R,589
2018-11-05,4938151941447,T,758
2018-03-22,4358891906568305583,T,406
2020-06-26,6589186748395491,E,848
2018-09-01,4571133189020064728,C,535
2019-01-14,180012728973733,T,909
2018-03-27,676397403269,R,783
2018-11-29,4778283530583255,F,172
2018-08-12,4517377385709589,R,903
2018-11-16,5572954267606841,C,939
2020-05-19,3534497212326471,R,263
2019-01-21,6011286752246800,B,662
2019-01-21,213118256782262,C,960
2020-05-18,343572056809308,B,300
2019-06-13,343779912742660,R,652
2018-06-30,30565364515243,F,165
2018-01-13,4909244672332705,B,817
2019-10-12,4560911269053502,E,1
2020-08-02,4724439500555,R,205
2019-10-18,4001944110695,T,707
2018-04-05,4569767365922623,R,850
2020-03-30,4183511862465490014,C,430
2020-05-15,373262707267501,E,170
2018-12-06,376482347065423,C,217
2019-11-25,3540788192763846,C,209
2017-11-12,36213553880060,T,573
2019-08-12,30308522530493,F,142
2020-03-30,3506113408298127,F,984
2019-01-26,630451868263,T,33
2018-04-17,341662464326821,R,693
2019-11-15,30003847381827,T,980
2020-08-12,213168234528550,B,987
2019-01-11,4732995653093839,T,922
2018-01-02,6011612836663746,C,439
2018-07-13,4326598205396,C,204
2020-08-26,36015020443913,C,173
2017-10-19,3553733962913829,E,966
2018-10-13,4342874846035,F,392
2018-09-29,6532865769706110,R,970
2019-08-24,3544626464430015,B,400
2020-04-02,639072748523,E,162
2019-04-18,4005580470322154194,C,198
2019-09-12,5517793709436518,C,707
2018-12-08,6011087644562341,B,296
2019-08-05,5351793728473202,E,329
2018-08-16,3558769391939733,E,728
2018-09-03,4617232260098,C,634
2020-04-21,213181933552284,F,417
2020-07-10,3554865954497335,B,492
2020-01-22,2362360125915443,F,686
2018-10-29,6503294249196112,R,634
2020-03-30,213198349094149,B,649
2020-07-22,502033458162,F,82
2020-07-14,346592547951383,T,609
2019-10-11,3521161838561375,B,232
2019-05-15,3559331602717678,E,950
2019-04-07,36206302674545,F,923
2020-03-23,630443765221,B,867
2018-10-28,180037832365088,F,222
2019-02-14,4607595762145,C,451
2020-01-25,213124002169861,T,532
2019-11-25,378651909001301,B,678
2018-02-19,375783859830851,R,397
2020-05-30,4682550914108023,F,426
2018-04-11,4383085324933,B,28
2020-06-21,4777684839793956395,B,626
2019-06-20,4078967655857885143,F,586
2018-09-04,30348259566153,T,205
2019-01-29,3559446330878855,F,688
2018-05-19,180000624567923,T,554
2019-11-10,4749634557569797369,B,603
2020-02-22,349227229128722,F,469
2019-10-10,3523572790566392,F,139
2019-10-12,213151666893668,E,474
2019-08-18,36203114751546,R,686
2020-01-20,30468932487104,T,559
2019-07-20,4116877657622563,F,313
2018-09-04,30399081991689,E,475
2019-07-29,3571568140286682,B,746
2019-06-15,502058584686,R,417
2019-08-17,6011374220328317,T,452
2018-02-20,4622863813920502,R,106
2018-01-11,6011829269205940,C,811
2020-06-16,4353813213711006,C,457
2017-09-16,4887576015859910,F,355
2019-09-14,370014972535200,B,222
2020-01-13,347433288043180,F,702
2019-01-31,4367360924975425,B,500
2018-08-21,349889074106093,B,83
2020-07-28,4185613921311436,E,183
2019-06-22,6514385439711129,R,883
2018-10-23,4409075633020780,T,435
2018-11-07,3573240825412847,B,825
2020-06-25,3526867396753387,T,967
2018-02-04,378027552570019,C,834
2018-08-11,3581013191618366,C,426
2020-08-04,574611910815,B,254
2020-03-08,3508464051080629,B,386
2019-11-03,4067578210726904,C,350
2018-05-20,4251784044590054,C,873
2018-10-17,5312765280696840,F,43
2020-03-01,213123686189278,T,878
2020-02-19,501891346998,F,559
2018-12-14,6590534442939402,R,382
2019-06-27,4033590222144894,F,940
2019-11-17,4486073155438353,E,777
2020-05-20,501863421324,R,733
2019-01-07,3590677183325856,B,714
2020-01-29,3529729169189396,C,667
2018-11-07,502033786976,C,448
2018-10-26,6519310245603323,E,569
2019-11-09,6011374676945143,B,994
2018-01-04,2707779120443305,E,491
2019-11-08,345041611629062,F,794
2018-11-27,2468784810349951,F,428
2019-12-19,4736447805940109,C,112
2018-02-13,213118451596889,B,411
2018-07-15,060418153536,F,269
2020-06-07,3576459279812487,E,396
2020-04-12,341647869409389,F,343
2020-03-29,4599412520838844,C,852
2020-06-01,30250340680409,T,203
2018-01-28,060464704125,F,793
2018-09-28,180035345313157,F,350
2018-07-21,30244059320398,C,825
2020-08-01,213109214981617,T,346
2018-06-07,348883949813166,C,380
2019-10-01,213153492164926,C,679
2019-01-01,349553526350614,E,655
2017-12-07,4730007935454986892,B,135
2017-10-03,2252509146817573,R,483
2018-08-31,4769536109350336,T,609
2019-11-25,4163257233553,F,770
2018-10-29,3522141383378101,C,49
2020-03-23,060470878913,B,200
2019-05-20,3562463004703223,E,726
2020-05-12,6543553361510018,R,191
2019-05-15,502081980281,T,362
2019-02-17,630458945999,C,228
2020-06-22,38375713546739,B,136
2018-12-10,36483221781160,R,651
2019-03-31,4293516139104910591,C,63
2018-03-26,3506938664202029,T,120
2019-09-28,374057490520648,E,666
2019-07-19,4269557598939814,F,116
2019-09-16,38560079154604,F,862
2018-12-14,502091409818,R,949
2020-03-08,4838345171709911962,E,530
2018-04-06,676285166705,E,578
2018-03-20,4689965508426389087,C,386
2019-06-17,6587921232379755,R,736
2017-09-16,4859148498018663,T,948
2018-10-27,4288109536504222,F,249
2017-12-28,3556141607557422,C,149
2019-01-15,2715149731675770,B,79
2019-11-08,6011399734276462,T,386
2020-07-30,4129136860416700,E,582
2019-09-27,30388224147531,C,420
2020-01-11,6549331536961380,B,146
2017-10-30,4445817494174263,T,605
2019-06-13,30577558630886,B,171
2019-11-20,378401761363054,B,995
2018-04-05,38060024474405,B,438
2018-11-09,4233827342992,F,95
2018-09-17,180023710180690,E,257
2020-07-29,4499305290606543,R,693
2019-03-21,501838836283,F,963
2019-10-21,3513473255171715,R,66
2019-10-14,213151882577665,T,712
2019-02-14,639028491657,C,373
2018-05-16,4474479728289633,T,123
2018-06-15,6011241588433981,R,366
2020-08-29,3516122553678031,B,533
2018-10-20,676139248022,T,394
2018-09-22,3560238579423866,C,942
2019-12-19,3572877343611441,B,314
2018-06-19,180046866023737,C,636
2018-05-24,4819473449716472630,E,48
2018-03-14,2709921947968407,R,627
2018-05-15,675947321351,B,857
2018-03-23,378391662972022,R,23
2018-08-23,180000996077808,B,752
2018-03-19,30232532530733,C,741
2019-12-19,3553313165179336,F,314
2018-04-09,374419664792801,T,885
2019-04-21,347125338316638,B,205
2020-08-05,4876000266907222,T,997
2020-08-01,38052917496892,B,171
2019-11-03,2717742158986064,T,239
2019-12-10,3590416648745386,B,983
2018-01-13,4278891965541,R,698
2018-12-25,676221411009,F,43
2019-09-25,3588772257994440,C,695
2019-02-08,347237521046797,E,153
2019-06-05,3553196315708421,T,159
2018-03-10,4315014895920885,B,575
2020-05-08,4088990507243652382,R,750
2019-07-01,4542000910476602,R,494
2018-04-01,2695210637243578,F,307
2020-03-02,6522864245892307,R,752
2018-10-06,3521509467565473,C,177
2020-02-29,6504395723514693,B,694
2017-11-04,2549724241260446,F,590
2020-09-09,30580959702858,E,328
2019-05-13,630406614481,R,547
2017-09-18,4270720354625,C,1000
2018-08-10,639088179903,B,633
2019-12-07,213143508479590,F,611
2019-09-18,4009900260681839302,T,638
2020-03-09,2713159269391296,F,307
2019-06-07,4114355723608066,B,412
2019-08-22,4842342205455423783,B,8
2020-07-09,340094958996599,B,86
2020-06-10,4463200848253,R,580
2018-07-04,213148870085198,B,819
2019-04-11,213121200526215,R,149
2019-10-10,5412952924458626,B,42
2020-04-07,6011842809251514,T,628
2019-05-01,6543249642375038,T,899
2019-07-07,2288196874332294,B,464
2019-03-16,4558699636921386,E,548
2019-04-17,6529690451269978,T,585
2020-07-26,6519016982318187,T,811
2019-01-17,4119894029867237,C,944
2017-10-14,3540748852330310,T,581
2019-06-07,4759256717905471295,E,314
2020-06-07,3534444392903869,B,312
2019-12-28,180053544895940,R,503
2019-09-15,4832075254666,T,315
2018-10-02,373915703241644,R,812
2018-10-23,4690343532490756857,C,866
2018-11-28,4269259828342204,F,95
2020-05-01,676382014238,C,281
2020-01-18,4025506223894317841,C,74
2018-06-02,349551832844056,R,512
2019-04-17,4916483905314,F,377
2019-11-08,4718174884715085,T,311
2018-03-17,3564536492844837,R,25
2019-05-03,4197563744739,C,869
2020-03-08,4761709391935,R,284
2017-10-26,3589013983829876,B,143
2019-03-22,2500554162506510,R,910
2019-06-26,2707315645425830,R,103
2019-03-25,4018245215058028,R,966
2018-06-02,180097896399076,C,742
2018-03-19,4626014119696943745,R,228
2019-04-19,3576690537252104,C,616
2018-01-22,5150515512322912,E,139
2019-07-28,4332822629657097,R,375
2019-04-28,2253780628484997,T,851
2019-12-17,4635026685965,F,852
2019-08-07,4147751204861227,F,894
2018-01-15,6011705963233513,T,865
2018-04-16,4812045428677319,B,633
2018-04-28,213101235755120,E,645
2019-08-21,584654331118,T,652
2020-02-12,3512344571630760,B,885
2018-10-16,2712111413168808,E,970
2017-09-25,639085841711,C,992
2018-09-02,3578939613582472,F,964
2018-05-26,630408137556,C,285
2020-07-09,501877092194,C,905
2018-02-24,376518115528314,E,451
2019-03-07,3539349526962340,T,624
2017-11-20,3520885911477825,R,988
2017-09-25,4828236531864860127,F,394
2020-02-15,180024849355518,B,949
2017-12-15,3588471475793128,F,950
2019-10-03,30342411329683,T,96
2020-06-06,6513935681734756,E,522
2018-03-19,3507047770330465,E,45
2018-09-01,3523789724643572,R,607
2017-09-16,4860385605362897674,T,74
2019-02-21,5386676014807309,E,606
2018-04-11,3501148856823120,T,265
2020-01-28,574995387002,R,842
2020-09-11,5103599827476140,R,653
2020-07-11,4883004402738070,F,532
2018-01-23,3540373853249680,E,164
2019-06-22,3592256314932985,R,603
2019-09-30,6596727697342090,B,679
2018-01-23,4190319565235930,B,443
2018-10-04,4364259802054803,B,693
2018-06-22,347695010721008,F,513
2019-06-15,583329993021,E,81
2018-11-22,2258483124858039,E,522
2018-12-23,060456726300,T,518
2018-09-08,3590115654414594,R,847
2020-08-28,213162909195498,E,501
2018-09-23,6011442997647696,B,639
2018-09-09,060439299466,R,519
2018-05-01,566886639855,T,999
2018-04-02,2317670677593257,E,563
2018-01-18,3590879049994988,R,873
2019-04-07,4884919379061280,B,996
2018-12-29,4197675101561219,T,623
2020-03-14,060481203424,T,933
2018-05-01,213162705029396,F,807
2017-11-26,180012118201299,B,681
2019-02-03,4621277946639431930,E,106
2020-08-17,30228199460347,C,562
2019-08-25,4250592270257,E,785
2018-09-29,213192330289198,C,426
2018-11-20,371177566231491,T,601
2018-09-24,4255970237182,T,208
2018-08-10,4215601507247503441,F,142
2020-05-18,3564488931561657,B,979
2020-03-26,501847597017,T,309
2019-08-16,180001405594169,B,344
2019-12-04,373131307068470,B,194
2019-10-26,4809053560157798,T,134
2020-01-24,639062483644,E,349
2019-09-22,5195555345058371,T,555
2019-06-18,4888865380129,R,731
2018-06-19,370325622957960,R,141
2020-01-21,3573585770170729,E,336
2019-04-17,639072614816,T,469
2020-04-08,4084021928883910116,R,270
2018-01-12,060405036959,B,64
2018-02-11,30526292818208,T,158
2019-03-26,675962011408,T,354
2019-07-07,4730075700009997589,T,781
2020-01-21,4592034836897442660,R,117
2018-08-14,213128802602575,T,450
2020-09-04,3587471908273269,F,583
2018-11-15,3514616209183553,B,772
2018-11-16,30349915843416,F,384
2019-03-26,4214989672603535000,R,629
2020-05-19,4716015967430,C,101
2019-12-12,4058758362948024,R,225
2019-05-31,3521286837898781,B,912
2018-10-09,3504849521502950,E,211
2019-11-04,4876325447791066,B,276
2018-05-29,3598204238181788,C,851
2018-12-07,6544012067412721,C,486
2019-11-20,4308081222558927,R,703
2019-01-13,344771081975097,T,70
2020-02-29,6539653335341551,T,324
2018-01-25,30215498285681,C,885
2019-07-15,2294976903144451,R,597
2018-12-19,30095855336164,R,338
2020-02-05,4427272658016342,B,420
2020-07-02,30560497236650,E,431
2018-01-02,3538635375610431,B,632
2020-03-19,3532929835999898,E,783
2020-09-03,180030680476263,T,986
2018-09-16,6011870089548689,C,737
2018-10-12,4622181619153081,C,563
2018-10-11,4093368296214189087,B,627
2018-07-12,3577324573436871,B,790
2019-10-04,502064388221,B,294
2020-01-10,3557027492161850,R,326
2020-03-05,675940878746,R,53
2019-06-07,3566850842026856,T,634
2018-03-10,4692121749570320,B,69
2017-10-09,4011740008159,F,328
2019-05-12,180035124211010,C,195
2019-11-02,639084898019,R,101
2018-08-01,3550196250965088,F,931
2019-03-08,4671932802994917,R,274
2019-06-10,4582831272528437,C,856
2020-02-03,4689491154205,E,982
2018-06-14,4865364050763355093,T,629
2018-10-06,370379230005530,B,975
2020-01-05,340496156631607,B,210
2019-04-30,213131525959785,T,47
2018-12-21,38943075552916,E,664
2020-03-05,2270801675215065,B,139
2020-01-22,5226721833761024,T,942
2018-01-27,2244846812157319,E,240
2019-06-08,503838125519,B,420
2017-11-03,3530907397010876,F,494
2019-08-30,3515500720211276,E,352
2019-09-27,6011853813770928,F,137
2018-04-15,4321894077569124251,T,626
2020-03-22,4518704089140,T,132
2018-09-25,180087665502414,T,183
2018-03-26,4295932456367500351,R,882
2018-04-14,3562694811011430,T,99
2018-08-26,4517204944425954,T,667
2017-11-14,4337808711580193,B,310
2018-04-28,4846427733461639158,E,949
2020-06-04,345731188112209,F,449
2019-07-05,2703974358554378,F,447
2018-09-14,4161690898735,R,877
2019-05-17,4757194030566,F,615
2020-07-08,4392511317247,C,143
2018-03-28,3560119840280378,R,448
2018-10-29,2281681990018783,F,595
2018-03-30,3584699063355389,F,189
2019-03-17,4473387909621279,C,115
2019-11-12,30440938239938,T,653
2019-12-22,379018157195798,C,999
2018-08-22,4033207728368,T,767
2017-11-13,2705643080832604,B,206
2019-01-22,4266125516522766,C,481
2019-07-20,6011406462012892,B,26
2019-03-05,5238298039315539,R,818
2019-03-22,4444990454608572571,R,543
2018-02-28,4995240691664305,E,231
2019-02-24,3535068660973327,F,176
2017-10-25,2720000854749715,B,586
2018-03-27,36760900255024,B,679
2020-07-04,3563179280292405,T,967
2020-08-19,3545409977979961,F,770
2017-12-07,676248494160,T,161
2020-08-11,6559123939030005,T,89
2020-02-27,4213347178526867982,B,115
2018-01-19,3551192020025823,T,746
2017-10-28,2454371732736949,F,586
2018-06-05,213145854150832,R,46
2019-07-13,4867060561521350,T,580
2020-04-01,4943737288414707370,R,416
2018-09-28,4217003323470,C,435
2019-01-24,2258196318213890,C,924
2020-07-28,2624574902585161,T,42
2019-07-30,6011611058618073,F,805
2020-08-09,374466262572598,B,385
2020-03-10,376463422794004,R,148
2018-06-06,4996909529001194146,C,444
2019-06-24,4692939268257403,E,379
2019-10-14,3502763413374398,R,336
2019-12-05,4717349898127412247,E,70
2020-08-30,4692135898673164,C,212
2018-01-16,6503076304987810,T,524
2019-03-22,6011152393945962,E,886
2019-05-17,4802954081316796,R,729
2018-11-07,379647858028492,B,683
2020-06-09,503864420198,E,458
2019-11-09,3594744038648399,R,530
2019-07-28,2543406277669304,R,492
2019-09-15,3535897116210623,T,237
2019-03-16,4490826032782440,E,272
2018-10-01,4438709092751,C,953
2017-12-31,2647170821002710,T,410
2020-02-15,3550261517679581,C,724
2018-05-05,3510570883905597,B,343
2020-04-20,2257700699007465,F,917
2019-09-03,30465801735126,R,513
2019-07-06,180059907731721,T,923
2017-11-04,4986033442408614569,R,104
2020-06-23,4300629121882885,C,531
2018-01-09,36223965111814,T,835
2020-02-13,4685770547127,T,704
2018-07-02,3589063814273851,F,366
2020-02-01,6512772412219224,C,393
2017-10-03,30523898105312,T,921
2020-02-23,4515832364137535,E,372
2019-04-15,4206911751401,C,520
2020-01-08,3563032161594185,R,261
2018-07-08,348072529546558,E,258
2020-06-25,4824939251090698725,E,245
2019-12-25,30052944233480,F,832
2017-11-01,3560300726620305,R,239
2019-06-08,377231838345755,B,432
2019-07-08,3561471400402374,T,752
2018-07-03,579193830588,T,343
2018-07-25,4969021037025,R,115
2020-04-09,4269788113653131,B,501
2018-08-26,180011195541411,E,257
2020-07-07,3581009935835258,C,715
2018-08-02,36191381603302,F,890
2019-01-20,6576525721791728,E,872
2020-08-17,3519624325743552,R,285
2019-11-03,4390723187704938473,B,983
2018-12-22,347508592466803,B,62
2020-08-18,3536677871622496,F,334
2018-06-17,4218256533989,F,698
2020-08-12,30288680105900,F,506
2019-09-26,4950251485086392,T,616
2017-12-11,4537897626036283286,C,309
2020-03-17,213141810755681,T,956
2020-06-23,30023241729082,F,497
2019-08-03,4683855409099,F,153
2019-05-22,347032659735042,C,195
2019-08-08,4971502292392,B,118
2020-08-16,213114750661839,E,80
2019-12-17,6011235107239218,C,309
2020-02-28,501838260187,C,198
2020-08-06,3562361312368178,C,956
2019-06-03,341978547342548,E,202
